"","PRIMARY_COUNTY","FACILITY_NAME","DISCHARGE_METHOD","PRES_RES_TOTAL_RECEIVNG_TRMT","EXIST_MUNICIPAL","EXIST_INDUSTRIAL","EXIST_INFILTRATION","EXIST_TOTAL","EXIST_WET_WEATHER_PEAK","PRIMARY_WATERSHED_NAME","HORIZONTAL_COORDINATE_DATUM","PFOS  discharge  based on MN WWTP regression representing year 2007 (kg)","geometry","intersection","ORIGINAL_HUC_8","CALCULATED_HUC_12","CALCULATED_HUC_8"
"1226","Twiggs","JEFFERSONVILLE WPCP","Outfall To Surface Waters",1221,0.25,NA,NA,0.25,NA,"Lower Oconee","North American Datum of 1927",0.000515275605707973,c(-83.2016, 32.4005),6462,"03070102","030701050102","03070105"
"1227","Peach","BYRON WPCP","Outfall To Surface Waters",1221,0.14,NA,NA,0.14,NA,"Lower Ocmulgee","North American Datum of 1983",0.000515275605707973,c(-83.7696, 32.6647),5900,"03070104","030701031506","03070103"
"1228","Chautauqua","Ripley (T) WWTP & Onsites","Outfall To Surface Waters",1220,0.126,NA,0.091,0.217,NA,"Chautauqua-Conneaut","North American Datum of 1983",0.000514752363330589,c(-79.7207, 42.2828),56429,"04120101","042600000102","04260000"
"1229","Gray","McLean WWTP","Outfall To Surface Waters",1220,0.11,NA,NA,0.11,NA,"Upper Salt Fork Red","North American Datum of 1983",0.000514752363330589,c(-100.5875, 35.2164),94338,"11120201","111203040102","11120304"
"1230","Caddo","OIL CITY STAB POND","Outfall To Surface Waters",1219,0.1,NA,NA,0.1,NA,"Caddo Lake","North American Datum of 1983",0.000514229223876017,c(-93.9696, 32.7632),27319,"11140306","111403040207","11140304"
"1231","Foard","Crowell WWTP","Outfall To Surface Waters",1217,0.14,NA,NA,0.14,NA,"North Wichita",NA,0.000513183253992054,c(-99.4253, 33.583),16313,"11130204","120601010408","12060101"
"1232","Weld","AULT LAGOON","Outfall To Surface Waters",1217,0.1,NA,NA,0.1,NA,"Lone Tree-Owl","North American Datum of 1983",0.000513183253992054,c(-104.7342, 40.5756),38296,"10190008","101900071007","10190007"
"1233","Niagara","Wilson (V) STP","Outfall To Surface Waters",1213,0.176,NA,0.065,0.241,NA,"Oak Orchard-Twelvemile","North American Datum of 1983",0.000511092552127241,c(-78.8352, 43.3177),56475,"04130001","042800020102","04280002"
"1234","Le Flore","TALIHINA PWA WWT","Outfall To Surface Waters",1211,0.12,NA,NA,0.12,NA,"Poteau","North American Datum of 1927",0.00051004782117969,c(-95.0588, 34.7476),40229,"11110105","111401050301","11140105"
"1235","Milam","Thorndale WWTP","Outfall To Surface Waters",1210,0.102,0.01,NA,0.112,NA,"Little","North American Datum of 1983",0.000509525610928901,c(-97.2019, 30.6058),29750,"12070204","120702050408","12070205"
"1236","Shelby","Botkins WWTP & Sewer System","Outfall To Surface Waters",1205,0.265,0.081,NA,0.346,NA,"St. Marys","North American Datum of 1983",0.000506916114507825,c(-84.1804, 40.454),70560,"04100004","050800010501","05080001"
"1237","Cameron","Valley MUD #1 WWTP","Outfall To Surface Waters",1200,0.1,0.2,NA,0.3,NA,"Lower Rio Grande","North American Datum of 1983",0.000504309215468426,c(-97.4538, 25.9542),30031,"13090002","121102080900","12110208"
"1238","Routt","OAK CREEK WWTP","Outfall To Surface Waters",1200,0.2,NA,NA,0.2,NA,"Colorado Headwaters","North American Datum of 1983",0.000504309215468426,c(-106.9644, 40.2806),57215,"14010001","140500010404","14050001"
"1239","Austin","WALLIS WWTP","Outfall To Surface Waters",1200,0.15,NA,NA,0.15,NA,"San Bernard","North American Datum of 1983",0.000504309215468426,c(-96.0753, 29.6363),25765,"12090401","120701040306","12070104"
"1240","Onslow","RICHLANDS WWTP","Outfall To Surface Waters",1200,0.13,NA,NA,0.13,NA,"New","North American Datum of 1983",0.000504309215468426,c(-77.5429, 34.9036),71961,"03030001","030203020101","03020302"
"1241","Herkimer","Webb (T) Old Forge SD STP &On-Sites","Outfall To Surface Waters",1200,0.123,NA,NA,0.123,NA,"Black","North American Datum of 1983",0.000504309215468426,c(-74.9836, 43.7032),43513,"04150101","041403010504","04140301"
"1242","Huron","PORT AUSTIN WWTP","Outfall To Surface Waters",1196,0.15,NA,NA,0.15,NA,"Lake Huron","North American Datum of 1927",0.000502225571874184,c(-82.59, 44.03),100482,"04080300","042400020200","04240002"
"1243","Rapides","BOYCE SEWERAGE FACILITY","Outfall To Surface Waters",1190,0.45,NA,NA,0.45,NA,"Lower Red-Lake Iatt","North American Datum of 1983",0.000499103242479082,c(-92.6626, 31.3863),87492,"11140207","080801020204","08080102"
"1244","Essex","Jay (T) Ausable Forks STP & On-Site","Outfall To Surface Waters",1190,0.064,NA,NA,0.064,NA,"Ausable","North American Datum of 1983",0.000499103242479082,c(-73.6548, 44.448),45404,"02010004","043001040301","04300104"
"1245","Caddo","BLANCHARD SEWERAGE SYSTEM","Outfall To Surface Waters",1175,0.07,NA,NA,0.07,NA,"McKinney-Posten Bayous","North American Datum of 1983",0.000491313970863472,c(-93.8857, 32.6357),86263,"11140201","111403040303","11140304"
"1246","Clinton","Champlain (V) STP","Outfall To Surface Waters",1173,0.135,NA,0.064,0.199,NA,"Great Chazy-Saranac","North American Datum of 1983",0.000490277196681614,c(-73.4411, 44.9848),45575,"02010006","043001081507","04300108"
"1247","Cedar","MECHANICSVILLE WWTP","Outfall To Surface Waters",1173,NA,NA,NA,0.155,NA,"Lower Cedar","North American Datum of 1983",0.000490277196681614,c(-91.2444, 41.9103),7382,"07080206","070801030102","07080103"
"1248","Fort Bend","Fort Bend Co MUD # 46","Outfall To Surface Waters",1170,0.17,NA,NA,0.17,NA,"Austin-Oyster","North American Datum of 1983",0.0004887228308973,c(-95.5611, 29.5497),9439,"12040205","120701040403","12070104"
"1249","Brooke","BROOKE CO PSD - BEECH BOTTOM WWTP","Outfall To Surface Waters",1168,0.15,NA,NA,0.15,NA,"Upper Ohio","North American Datum of 1983",0.000487687118170118,c(-80.6581, 40.2268),45942,"05030101","050301061202","05030106"
"1250","Paulding","Payne WWTP & Sewer System","Outfall To Surface Waters",1166,0.16,NA,NA,0.16,NA,"Auglaize","North American Datum of 1983",0.000486651830991038,c(-84.8035, 41.1407),85439,"04100007","041000050201","04100005"
"1251","Cabell","PEA RIDGE PSD WWTP B","Outfall To Surface Waters",1161,0.32,NA,NA,0.32,NA,"Raccoon-Symmes","North American Datum of 1983",0.000484065478460191,c(-82.2982, 38.4193),6546,"05090101","050701020403","05070102"
"1252","Vermilion","RIDGE FARM STP","Outfall To Surface Waters",1158,0.16,NA,NA,0.16,NA,"Middle Wabash-Little Vermilion","North American Datum of 1983",0.000482514948873589,c(-87.6509, 39.8934),86332,"05120108","051201110103","05120111"
"1253","Pickens","GORDO WWTP","Outfall To Surface Waters",1156,0.186,NA,NA,0.186,NA,"Sipsey","North American Datum of 1983",0.000481481797788159,c(-87.9018, 33.3144),38049,"03160107","031601060405","03160106"
"1254","Platte","GUERNSEY LAGOON","Outfall To Surface Waters",1155,0.24,NA,NA,0.24,NA,"Big Horn Lake","North American Datum of 1983",0.000480965383048135,c(-104.7437, 42.2936),79771,"10080010","101800081106","10180008"
"1255","Fulton","DUNFERMLINE STP","Outfall To Surface Waters",1152,0.07,NA,NA,0.07,NA,"Lower Illinois-Lake Chautauqua","North American Datum of 1983",0.000479416782885733,c(-90.0535, 40.4925),11154,"07130003","071300051301","07130005"
"1256","Iberville","MARINGOUIN STP","Outfall To Surface Waters",1149,0.1,NA,NA,0.1,NA,"Atchafalaya","North American Datum of 1983",0.000477869150296996,c(-91.5205, 30.4907),84819,"08080101","080703000301","08070300"
"1257","Monroe","CASHTON WWTP","Outfall To Surface Waters",1149,0.09,NA,NA,0.09,NA,"Kickapoo","North American Datum of 1983",0.000477869150296996,c(-90.7796, 43.7433),139,"07070006","070400060303","07040006"
"1258","Lyon","COTTONWOOD WWTP","Outfall To Surface Waters",1146,0.106,NA,NA,0.106,NA,"Hawk-Yellow Medicine","North American Datum of 1983",0.000476322487201317,c(-96.4264, 45.4525),62447,"07020004","070200010803","07020001"
"1259","Hancock","MCCORDSVILLE WWTP","Outfall To Surface Waters",1143,0.2,0.01,NA,0.21,NA,"Driftwood","North American Datum of 1983",0.000474776795526929,c(-85.9234, 39.902),87199,"05120204","051202010809","05120201"
"1260","Lee","ASHTON TREATMENT SYSTEM","Outfall To Surface Waters",1142,0.19,0.02,NA,0.21,NA,"Upper Rock","North American Datum of 1983",0.000474261781174753,c(-89.2164, 41.8626),7453,"07090001","070900050303","07090005"
"1261","Brooke","BETHANY WWTP","Outfall To Surface Waters",1141,0.2,NA,NA,0.2,NA,"Upper Ohio","North American Datum of 1983",0.000473746875045407,c(-80.5617, 40.1986),40553,"05030101","050301060105","05030106"
"1262","Kennebec","VASSALBORO WWTF","Outfall To Surface Waters",1138,0.07,NA,NA,0.07,NA,"Upper Kennebec","North American Datum of 1983",0.000472202806715682,c(-69.6083, 44.4516),23613,"01030001","010300032105","01030003"
"1263","Fillmore","HARMONY STP","Outfall To Surface Waters",1133,0.1,NA,NA,0.1,NA,"Root","North American Datum of 1983",0.000469631530705267,c(-92.01, 43.544),13717,"07040008","070600020205","07060002"
"1264","Calhoun","Point Comfort WWTP","Outfall To Surface Waters",1130,0.06,NA,NA,0.06,NA,"West Matagorda Bay","North American Datum of 1983",0.00046809007102349,c(-96.5542, 28.6789),27268,"12100402","121004010100","12100401"
"1265","Anchorage","GIRDWOOD WWTP","Outfall To Surface Waters",1125,0.405,NA,NA,0.405,NA,"Anchorage. Alaska","North American Datum of 1983",0.000465523154438932,c(-149.1577, 60.9494),36864,"19020401","190203020702","19020302"
"1266","Dona Ana","HATCH WWTP","Outfall To Surface Waters",1124,0.11,NA,NA,0.11,NA,"El Paso-Las Cruces","North American Datum of 1927",0.000465010099217209,c(-105.5453, 36.6534),66970,"13030102","130201010303","13020101"
"1267","Imperial","SEELEY CWD WWTF","Outfall To Surface Waters",1122,0.1,NA,NA,0.1,NA,"Havasu-Mohave Lakes","North American Datum of 1983",0.000463984317460314,c(-115.6957, 32.7958),20716,"15030101","181002041101","18100204"
"1268","Columbia","MONTOUR TWP STP","Outfall To Surface Waters",1122,0.08,NA,NA,0.08,NA,"Lower West Branch Susquehanna","North American Datum of 1983",0.000463984317460314,c(-76.4727, 40.9812),29790,"02050206","020501070707","02050107"
"1269","Jefferson","Dexter (V) WWTP","Outfall To Surface Waters",1120,0.295,NA,NA,0.295,NA,"Black","North American Datum of 1983",0.000462958974446883,c(-76.0478, 44.0059),44042,"04150101","041403011404","04140301"
"1270","Ascension","SORRENTO STP","Outfall To Surface Waters",1119,0.09,NA,NA,0.09,NA,"Amite","North American Datum of 1983",0.000462446467654928,c(-90.86, 30.1789),102143,"08070202","080702040203","08070204"
"1271","Marion","BUENA VISTA WPCP","Outfall To Surface Waters",1116,0.24,NA,NA,0.24,NA,"Kinchafoonee-Muckalee","North American Datum of 1983",0.000460909607033529,c(-84.5122, 32.3205),88908,"03130007","031300060105","03130006"
"1272","St. Clair","MEMPHIS STP","Outfall To Surface Waters",1113,0.12,0.03,NA,0.15,NA,"Birch-Willow","North American Datum of 1983",0.000459373737616386,c(-82.7642, 42.9006),42179,"04080104","040900010406","04090001"
"1273","Franklin","WISNER LAGOON","Outfall To Surface Waters",1112,0.09,NA,NA,0.09,NA,"Lower Ouachita","North American Datum of 1983",0.000458862001762176,c(-91.6473, 31.9721),28254,"08040207","080500011603","08050001"
"1274","Huron","FAIRHAVEN TWP","Outfall To Surface Waters",1109,0.15,NA,NA,0.15,NA,"Lake Huron","North American Datum of 1983",0.000457327457109912,c(-83.3711, 43.8426),23271,"04080300","040801030403","04080103"
"1275","Polk","ARAGON WPCP","Outfall To Surface Waters",1105,0.08,NA,NA,0.08,NA,"Etowah","North American Datum of 1983",0.000455282947192282,c(-85.2249, 34.0157),13688,"03150104","031501050103","03150105"
"1276","Kingsbury","ARLINGTON WWTP","Outfall To Surface Waters",1103,0.13,NA,NA,0.13,NA,"Middle Big Sioux Coteau","North American Datum of 1983",0.000454261357724643,c(-97.1163, 44.3638),4178,"10170201","101702021105","10170202"
"1277","Barry","PURDY WWTP","Outfall To Surface Waters",1103,0.106,NA,NA,0.106,NA,"Spring","North American Datum of 1983",0.000454261357724643,c(-93.9226, 36.8161),93518,"11070207","110100020403","11010002"
"1278","Williamson","FLORENCE STP","Outfall To Surface Waters",1100,0.14,0.01,NA,0.15,NA,"San Gabriel","North American Datum of 1983",0.000452729807106424,c(-97.7781, 30.826),95728,"12070205","120702030401","12070203"
"1279","St. Mary","ST  MARY PARIS WESTERN PROJECT WCTS","Outfall To Surface Waters",1100,0.1,NA,NA,0.1,NA,"Bayou Teche","North American Datum of 1983",0.000452729807106424,c(-91.6265, 29.8433),62598,"08080102","080801030404","08080103"
"1280","Wicomico","PITTSVILLE WWTP","Outfall To Surface Waters",1100,0.079,NA,NA,0.079,NA,"Pocomoke","North American Datum of 1983",0.000452729807106424,c(-75.4016, 38.4004),85882,"02060009","020801110202","02080111"
"1281","Fremont","ASHTON SEWAGE TREAT FAC","Outfall To Surface Waters",1092,0.163,NA,NA,0.163,NA,"Upper Henrys","North American Datum of 1983",0.000448650577148054,c(-111.4481, 44.055),9709,"17040202","170402030503","17040203"
"1282","Jefferson","Alexandra Bay (V) STP","Outfall To Surface Waters",1088,0.344,NA,NA,0.344,NA,"Upper St. Lawrence","North American Datum of 1983",0.000446613646931355,c(-75.9109, 44.3427),56465,"04150301","042900010407","04290001"
"1283","Jefferson","Sackets Harbor (V) STP","Outfall To Surface Waters",1086,0.178,NA,0.123,0.301,NA,"Chaumont-Perch","North American Datum of 1983",0.000445595855197363,c(-76.1286, 43.9456),56428,"04150102","041403020402","04140302"
"1284","Orangeburg","BRANCHVILLE WWTP","Outfall To Surface Waters",1079,0.07,NA,NA,0.07,NA,"Edisto","North American Datum of 1983",0.000442037130080172,c(-81.103, 33.6218),43413,"03050205","030502030210","03050203"
"1285","Huntingdon","SPRING CREEK STP","Outfall To Surface Waters",1078,0.09,NA,NA,0.09,NA,"Raystown","North American Datum of 1983",0.000441529192112013,c(-77.9731, 40.1934),43380,"02050303","020503040403","02050304"
"1286","Perry","BLOOMFIELD BORO STP","Outfall To Surface Waters",1077,0.12,NA,NA,0.12,NA,"Lower Juniata","North American Datum of 1983",0.000441021367215801,c(-77.1814, 40.4173),43254,"02050304","020503051001","02050305"
"1287","Bryan","RICHMOND HILL WPCP","Outfall To Surface Waters",1071,0.25,NA,NA,0.25,NA,"Lower Ogeechee","North American Datum of 1983",0.000437976796826348,c(-81.3114, 31.904),12650,"03060202","030602040301","03060204"
"1288","Sherman","Old South Plant WWTP","Outfall To Surface Waters",1070,0.14,NA,NA,0.14,NA,"Coldwater","North American Datum of 1983",0.000437469765674987,c(-95.5858, 29.6563),97176,"11100103","120401040401","12040104"
"1289","Carroll","NORTH WPCP","Outfall To Surface Waters",1066,0.14,0.04,NA,0.18,NA,"Etowah","North American Datum of 1983",0.000435442779017307,c(-84.9324, 33.7311),12673,"03150104","031501080501","03150108"
"1290","Lee","GUNTOWN POTW","Outfall To Surface Waters",1065,0.06,0.01,NA,0.07,NA,"Upper Tombigbee","North American Datum of 1983",0.000434936317245005,c(-88.6726, 34.4212),62308,"03160101","031601020106","03160102"
"1291","Sanilac","LEXINGTON STP","Outfall To Surface Waters",1064,0.14,NA,NA,0.14,NA,"Lake Huron","North American Datum of 1983",0.000434429969592089,c(-82.5357, 43.2714),54325,"04080300","040801040205","04080104"
"1292","Kandiyohi","ATWATER STP","Outfall To Surface Waters",1059,0.099,NA,NA,0.099,NA,"Crow","North American Datum of 1983",0.000431899945975694,c(-94.7579, 44.9386),278,"07010204","070102050106","07010205"
"1293","Washington","ARLINGTON WWTP","Outfall To Surface Waters",1057,0.09,NA,NA,0.09,NA,"Lower Elkhorn","North American Datum of 1927",0.000430888738227927,c(-96.2034, 41.2652),69237,"10220003","102300060101","10230006"
"1294","Scott","MINER STP","Outfall To Surface Waters",1056,0.12,0.08,NA,0.2,NA,"New Madrid-St. Johns",NA,0.000430383306475647,c(-89.5265, 36.879),34752,"08020201","080103000304","08010300"
"1295","Hampshire","CENTRAL HAMPSHIRE PSD","Outfall To Surface Waters",1052,0.104,NA,NA,0.104,NA,"South Branch Potomac","North American Datum of 1983",0.00042836272887269,c(-78.6561, 39.3157),77178,"02070001","020700030202","02070003"
"1296","Clarion","RIMERSBURG BORO STP","Outfall To Surface Waters",1051,0.15,NA,NA,0.15,NA,"Clarion","North American Datum of 1983",0.000427857872238188,c(-79.5002, 41.036),42336,"05010005","050100060504","05010006"
"1297","Chester","ATGLEN BOROUGH SEW AUTH","Outfall To Surface Waters",1050,0.085,NA,NA,0.085,NA,"Lower Susquehanna","North American Datum of 1983",0.000427353130876545,c(-75.9033, 39.944),43596,"02050306","020402050204","02040205"
"1298","Wise","Alvord WWTP","Outfall To Surface Waters",1050,0.034,NA,NA,0.034,NA,"Upper West Fork Trinity","North American Datum of 1983",0.000427353130876545,c(-97.6557, 33.419),14425,"12030101","120301040104","12030104"
"1299","Henry","SUMMIT SPRINGS RWD WWTP","Outfall To Surface Waters",1037,0.06,NA,NA,0.06,NA,"Driftwood","North American Datum of 1983",0.000420802021156404,c(-85.4275, 40.0091),86260,"05120204","051202010202","05120201"
"1300","Natchitoches","CAMPTI STP","Outfall To Surface Waters",1035,0.12,NA,NA,0.12,NA,"Middle Red-Coushatta","North American Datum of 1983",0.000419795900260144,c(-93.1068, 31.8929),85690,"11140202","111402080206","11140208"
"1301","Medina","La Coste WWTP","Outfall To Surface Waters",1030,0.116,NA,NA,0.116,NA,"San Miguel","North American Datum of 1983",0.000417282640453885,c(-98.8047, 29.3092),51708,"12110109","121003020503","12100302"
"1302","Benton","LINCOLN WWTP","Outfall To Surface Waters",1026,0.162,NA,NA,0.162,NA,"Harry S. Truman Reservoir","North American Datum of 1983",0.000415274139079602,c(-93.3285, 38.396),62854,"10290105","102901090104","10290109"
"1303","Weakley","SHARON LAGOON","Outfall To Surface Waters",1025,0.135,NA,NA,0.135,NA,"Obion","North American Datum of 1983",0.000414772307022401,c(-88.8348, 36.2003),30542,"08010202","080102030405","08010203"
"1304","Chariton","SALISBURY N. WWTP","Outfall To Surface Waters",1023,0.12,NA,NA,0.12,NA,"Lower Chariton","North American Datum of 1983",0.00041376899546039,c(-92.7723, 39.4162),62357,"10280202","102802030406","10280203"
"1305","Decatur","ST PAUL WWTP","Outfall To Surface Waters",1022,0.079,NA,NA,0.079,NA,"Upper East Fork White","North American Datum of 1983",0.000413267516130107,c(-85.6236, 39.4208),87574,"05120206","051202050405","05120205"
"1306","Schuylkill","SCHUYLKILL CO MA - GORDON BORO","Outfall To Surface Waters",1021,0.41,NA,NA,0.41,NA,"Schuylkill","North American Datum of 1983",0.00041276615455024,c(-76.3408, 40.7484),42374,"02040203","020503010501","02050301"
"1307","Windsor","CAVENDISH W P C F","Outfall To Surface Waters",1020,0.065,0.01,NA,0.075,NA,"Upper Connecticut-Mascoma","North American Datum of 1983",0.00041226491080843,c(-72.6018, 43.3867),21322,"01080104","010801060503","01080106"
"1308","Wolfe","CAMPTON STP","Outfall To Surface Waters",1015,0.1,0.023,0.08,0.203,NA,"North Fork Kentucky","North American Datum of 1983",0.0004097604627482,c(-83.5528, 37.7414),64587,"05100201","051002040204","05100204"
"1309","Grafton","Lisbon WWTF","Outfall To Surface Waters",1013,0.153,NA,NA,0.153,0.285,"Upper Connecticut","Unknown",0.000408759511474884,c(-71.5312, 44.1317),102735,"01080101","010700010102","01070001"
"1310","Geary","GRANDVIEW PLAZA WWTP","Outfall To Surface Waters",1012,0.11,0.03,NA,0.14,NA,"Upper Kansas","North American Datum of 1983",0.000408259213610769,c(-96.7968, 39.0313),88558,"10270101","102600080805","10260008"
